file,start,end,label
synth_dataset_eob.wav,1584.050,1587.250,F m7
synth_dataset_clean.wav,1590.050,1593.250,F# m7
synth_dataset_eob.wav,1590.050,1593.250,F# m7
synth_dataset_clean.wav,1596.050,1599.250,G m7
synth_dataset_eob.wav,1596.050,1599.250,G m7
synth_dataset_clean.wav,1602.050,1605.250,G# m7
synth_dataset_eob.wav,1602.050,1605.250,G# m7
synth_dataset_clean.wav,1608.050,1611.250,A m7
synth_dataset_eob.wav,1608.050,1611.250,A m7
synth_dataset_clean.wav,1614.050,1617.250,A# m7
synth_dataset_eob.wav,1614.050,1617.250,A# m7
synth_dataset_clean.wav,1620.050,1623.250,B m7
synth_dataset_eob.wav,1620.050,1623.250,B m7
synth_dataset_clean.wav,1626.050,1629.250,C sus4
synth_dataset_eob.wav,1626.050,1629.250,C sus4
synth_dataset_clean.wav,1632.050,1635.250,C# sus4
synth_dataset_eob.wav,1632.050,1635.250,C# sus4
synth_dataset_clean.wav,1638.050,1641.250,D sus4
synth_dataset_eob.wav,1638.050,1641.250,D sus4
synth_dataset_clean.wav,1644.050,1647.250,D# sus4
synth_dataset_eob.wav,1644.050,1647.250,D# sus4
synth_dataset_clean.wav,1650.050,1653.250,E sus4
synth_dataset_eob.wav,1650.050,1653.250,E sus4
synth_dataset_clean.wav,1656.050,1659.250,E sus4
synth_dataset_eob.wav,1656.050,1659.250,E sus4
synth_dataset_clean.wav,1662.050,1665.250,F sus4
synth_dataset_eob.wav,1662.050,1665.250,F sus4
synth_dataset_clean.wav,1668.050,1671.250,F sus4
synth_dataset_eob.wav,1668.050,1671.250,F sus4
synth_dataset_clean.wav,1674.050,1677.250,F# sus4
synth_dataset_eob.wav,1674.050,1677.250,F# sus4
synth_dataset_clean.wav,1680.050,1683.250,G sus4
synth_dataset_eob.wav,1680.050,1683.250,G sus4
synth_dataset_clean.wav,1686.050,1689.250,G# sus4
synth_dataset_eob.wav,1686.050,1689.250,G# sus4
synth_dataset_clean.wav,1692.050,1695.250,A sus4
synth_dataset_eob.wav,1692.050,1695.250,A sus4
synth_dataset_clean.wav,1698.050,1701.250,A# sus4
synth_dataset_eob.wav,1698.050,1701.250,A# sus4
synth_dataset_clean.wav,1704.050,1707.250,B sus4
synth_dataset_eob.wav,1704.050,1707.250,B sus4
synth_dataset_clean.wav,1710.050,1713.250,C aug
synth_dataset_eob.wav,1710.050,1713.250,C aug
synth_dataset_clean.wav,1716.050,1719.250,C# aug
synth_dataset_eob.wav,1716.050,1719.250,C# aug
synth_dataset_clean.wav,1722.050,1725.250,D aug
synth_dataset_eob.wav,1722.050,1725.250,D aug
synth_dataset_clean.wav,1728.050,1731.250,D# aug
synth_dataset_eob.wav,1728.050,1731.250,D# aug
synth_dataset_clean.wav,1734.050,1737.250,E aug
synth_dataset_eob.wav,1734.050,1737.250,E aug
synth_dataset_clean.wav,1740.050,1743.250,E aug
synth_dataset_eob.wav,1740.050,1743.250,E aug
synth_dataset_clean.wav,1746.050,1749.250,F aug
synth_dataset_eob.wav,1746.050,1749.250,F aug
synth_dataset_clean.wav,1752.050,1755.250,F# aug
synth_dataset_eob.wav,1752.050,1755.250,F# aug
synth_dataset_clean.wav,1758.050,1761.250,G aug
synth_dataset_eob.wav,1758.050,1761.250,G aug
synth_dataset_clean.wav,1764.050,1767.250,G# aug
synth_dataset_eob.wav,1764.050,1767.250,G# aug
synth_dataset_clean.wav,1770.050,1773.250,A aug
synth_dataset_eob.wav,1770.050,1773.250,A aug
synth_dataset_clean.wav,1776.050,1779.250,A# aug
synth_dataset_eob.wav,1776.050,1779.250,A# aug
synth_dataset_clean.wav,1782.050,1785.250,B aug
synth_dataset_eob.wav,1782.050,1785.250,B aug
synth_dataset_clean.wav,1788.050,1791.250,Note E
synth_dataset_eob.wav,1788.050,1791.250,Note E
synth_dataset_clean.wav,1794.050,1797.250,Note F
synth_dataset_eob.wav,1794.050,1797.250,Note F
synth_dataset_clean.wav,1800.050,1803.250,Note F#
synth_dataset_eob.wav,1800.050,1803.250,Note F#
synth_dataset_clean.wav,1806.050,1809.250,Note G
synth_dataset_eob.wav,1806.050,1809.250,Note G
synth_dataset_clean.wav,1812.050,1815.250,Note G#
synth_dataset_eob.wav,1812.050,1815.250,Note G#
synth_dataset_clean.wav,1818.050,1821.250,Note A
synth_dataset_eob.wav,1818.050,1821.250,Note A
synth_dataset_clean.wav,1824.050,1827.250,Note A#
synth_dataset_eob.wav,1824.050,1827.250,Note A#
synth_dataset_clean.wav,1830.050,1833.250,Note B
synth_dataset_eob.wav,1830.050,1833.250,Note B
synth_dataset_clean.wav,1836.050,1839.250,Note C
synth_dataset_eob.wav,1836.050,1839.250,Note C
synth_dataset_clean.wav,1842.050,1845.250,Note C#
synth_dataset_eob.wav,1842.050,1845.250,Note C#
synth_dataset_clean.wav,1848.050,1851.250,Note D
synth_dataset_eob.wav,1848.050,1851.250,Note D
synth_dataset_clean.wav,1854.050,1857.250,Note D#
synth_dataset_eob.wav,1854.050,1857.250,Note D#
synth_dataset_clean.wav,1860.050,1863.250,Note E
synth_dataset_eob.wav,1860.050,1863.250,Note E
synth_dataset_clean.wav,1866.050,1869.250,Note F
synth_dataset_eob.wav,1866.050,1869.250,Note F
synth_dataset_clean.wav,1872.050,1875.250,Note F#
synth_dataset_eob.wav,1872.050,1875.250,Note F#
synth_dataset_clean.wav,1878.050,1881.250,Note G
synth_dataset_eob.wav,1878.050,1881.250,Note G
synth_dataset_clean.wav,1884.050,1887.250,Note B
synth_dataset_eob.wav,1884.050,1887.250,Note B
synth_dataset_clean.wav,1890.050,1893.250,Note C
synth_dataset_eob.wav,1890.050,1893.250,Note C
synth_dataset_clean.wav,1896.050,1899.250,Note C#
synth_dataset_eob.wav,1896.050,1899.250,Note C#
synth_dataset_clean.wav,1902.050,1905.250,Note D
synth_dataset_eob.wav,1902.050,1905.250,Note D
synth_dataset_clean.wav,1908.050,1911.250,Note D#
synth_dataset_eob.wav,1908.050,1911.250,Note D#
synth_dataset_clean.wav,1914.050,1917.250,Note E
synth_dataset_eob.wav,1914.050,1917.250,Note E
synth_dataset_clean.wav,1920.050,1923.250,Note F
synth_dataset_eob.wav,1920.050,1923.250,Note F
synth_dataset_clean.wav,1926.050,1929.250,Note F#
synth_dataset_eob.wav,1926.050,1929.250,Note F#
synth_dataset_clean.wav,1932.050,1935.250,Note G
synth_dataset_eob.wav,1932.050,1935.250,Note G
synth_dataset_clean.wav,1938.050,1941.250,Note G#
synth_dataset_eob.wav,1938.050,1941.250,Note G#
synth_dataset_clean.wav,1944.050,1947.250,Note A
synth_dataset_eob.wav,1944.050,1947.250,Note A
synth_dataset_clean.wav,1950.050,1953.250,Note A#
synth_dataset_eob.wav,1950.050,1953.250,Note A#
synth_dataset_clean.wav,1956.050,1959.250,Note B
synth_dataset_eob.wav,1956.050,1959.250,Note B
synth_dataset_clean.wav,1962.050,1965.250,Note C
synth_dataset_eob.wav,1962.050,1965.250,Note C
synth_dataset_clean.wav,1968.050,1971.250,Note C#
synth_dataset_eob.wav,1968.050,1971.250,Note C#
synth_dataset_clean.wav,1974.050,1977.250,Note D
synth_dataset_eob.wav,1974.050,1977.250,Note D
synth_dataset_clean.wav,1980.050,1983.250,Note G
synth_dataset_eob.wav,1980.050,1983.250,Note G
synth_dataset_clean.wav,1986.050,1989.250,Note G#
synth_dataset_eob.wav,1986.050,1989.250,Note G#
synth_dataset_clean.wav,1992.050,1995.250,Note A
synth_dataset_eob.wav,1992.050,1995.250,Note A
synth_dataset_clean.wav,1998.050,2001.250,Note A#
synth_dataset_eob.wav,1998.050,2001.250,Note A#
synth_dataset_clean.wav,2004.050,2007.250,Note B
synth_dataset_eob.wav,2004.050,2007.250,Note B
synth_dataset_clean.wav,2010.050,2013.250,Note C
synth_dataset_eob.wav,2010.050,2013.250,Note C
synth_dataset_clean.wav,2016.050,2019.250,Note C#
synth_dataset_eob.wav,2016.050,2019.250,Note C#
synth_dataset_clean.wav,2022.050,2025.250,Note D
synth_dataset_eob.wav,2022.050,2025.250,Note D
synth_dataset_clean.wav,2028.050,2031.250,Note D#
synth_dataset_eob.wav,2028.050,2031.250,Note D#
synth_dataset_clean.wav,2034.050,2037.250,Note E
synth_dataset_eob.wav,2034.050,2037.250,Note E
synth_dataset_clean.wav,2040.050,2043.250,Note F
synth_dataset_eob.wav,2040.050,2043.250,Note F
synth_dataset_clean.wav,2046.050,2049.250,Note F#
synth_dataset_eob.wav,2046.050,2049.250,Note F#
synth_dataset_clean.wav,2052.050,2055.250,Note G
synth_dataset_eob.wav,2052.050,2055.250,Note G
synth_dataset_clean.wav,2058.050,2061.250,Note G#
synth_dataset_eob.wav,2058.050,2061.250,Note G#
synth_dataset_clean.wav,2064.050,2067.250,Note A
synth_dataset_eob.wav,2064.050,2067.250,Note A
synth_dataset_clean.wav,2070.050,2073.250,Note A#
synth_dataset_eob.wav,2070.050,2073.250,Note A#
synth_dataset_clean.wav,2076.050,2079.250,Note D
synth_dataset_eob.wav,2076.050,2079.250,Note D
synth_dataset_clean.wav,2082.050,2085.250,Note D#
synth_dataset_eob.wav,2082.050,2085.250,Note D#
synth_dataset_clean.wav,2088.050,2091.250,Note E
synth_dataset_eob.wav,2088.050,2091.250,Note E
synth_dataset_clean.wav,2094.050,2097.250,Note F
synth_dataset_eob.wav,2094.050,2097.250,Note F
synth_dataset_clean.wav,2100.050,2103.250,Note F#
synth_dataset_eob.wav,2100.050,2103.250,Note F#
synth_dataset_clean.wav,2106.050,2109.250,Note G
synth_dataset_eob.wav,2106.050,2109.250,Note G
synth_dataset_clean.wav,2112.050,2115.250,Note G#
synth_dataset_eob.wav,2112.050,2115.250,Note G#
synth_dataset_clean.wav,2118.050,2121.250,Note A
synth_dataset_eob.wav,2118.050,2121.250,Note A
synth_dataset_clean.wav,2124.050,2127.250,Note A#
synth_dataset_eob.wav,2124.050,2127.250,Note A#
synth_dataset_clean.wav,2130.050,2133.250,Note B
synth_dataset_eob.wav,2130.050,2133.250,Note B
synth_dataset_clean.wav,2136.050,2139.250,Note C
synth_dataset_eob.wav,2136.050,2139.250,Note C
synth_dataset_clean.wav,2142.050,2145.250,Note C#
synth_dataset_eob.wav,2142.050,2145.250,Note C#
synth_dataset_clean.wav,2148.050,2151.250,Note D
synth_dataset_eob.wav,2148.050,2151.250,Note D
synth_dataset_clean.wav,2154.050,2157.250,Note D#
synth_dataset_eob.wav,2154.050,2157.250,Note D#
synth_dataset_clean.wav,2160.050,2163.250,Note E
synth_dataset_eob.wav,2160.050,2163.250,Note E
synth_dataset_clean.wav,2166.050,2169.250,Note F
synth_dataset_eob.wav,2166.050,2169.250,Note F
synth_dataset_clean.wav,2172.050,2175.250,Note A
synth_dataset_eob.wav,2172.050,2175.250,Note A
synth_dataset_clean.wav,2178.050,2181.250,Note A#
synth_dataset_eob.wav,2178.050,2181.250,Note A#
synth_dataset_clean.wav,2184.050,2187.250,Note B
synth_dataset_eob.wav,2184.050,2187.250,Note B
synth_dataset_clean.wav,2190.050,2193.250,Note C
synth_dataset_eob.wav,2190.050,2193.250,Note C
synth_dataset_clean.wav,2196.050,2199.250,Note C#
synth_dataset_eob.wav,2196.050,2199.250,Note C#
synth_dataset_clean.wav,2202.050,2205.250,Note D
synth_dataset_eob.wav,2202.050,2205.250,Note D
synth_dataset_clean.wav,2208.050,2211.250,Note D#
synth_dataset_eob.wav,2208.050,2211.250,Note D#
synth_dataset_clean.wav,2214.050,2217.250,Note E
synth_dataset_eob.wav,2214.050,2217.250,Note E
synth_dataset_clean.wav,2220.050,2223.250,Note F
synth_dataset_eob.wav,2220.050,2223.250,Note F
synth_dataset_clean.wav,2226.050,2229.250,Note F#
synth_dataset_eob.wav,2226.050,2229.250,Note F#
synth_dataset_clean.wav,2232.050,2235.250,Note G
synth_dataset_eob.wav,2232.050,2235.250,Note G
synth_dataset_clean.wav,2238.050,2241.250,Note G#
synth_dataset_eob.wav,2238.050,2241.250,Note G#
synth_dataset_clean.wav,2244.050,2247.250,Note A
synth_dataset_eob.wav,2244.050,2247.250,Note A
synth_dataset_clean.wav,2250.050,2253.250,Note A#
synth_dataset_eob.wav,2250.050,2253.250,Note A#
synth_dataset_clean.wav,2256.050,2259.250,Note B
synth_dataset_eob.wav,2256.050,2259.250,Note B
synth_dataset_clean.wav,2262.050,2265.250,Note C
synth_dataset_eob.wav,2262.050,2265.250,Note C
synth_dataset_clean.wav,2268.050,2271.250,Note E
synth_dataset_eob.wav,2268.050,2271.250,Note E
synth_dataset_clean.wav,2274.050,2277.250,Note F
synth_dataset_eob.wav,2274.050,2277.250,Note F
synth_dataset_clean.wav,2280.050,2283.250,Note F#
synth_dataset_eob.wav,2280.050,2283.250,Note F#
synth_dataset_clean.wav,2286.050,2289.250,Note G
synth_dataset_eob.wav,2286.050,2289.250,Note G
synth_dataset_clean.wav,2292.050,2295.250,Note G#
synth_dataset_eob.wav,2292.050,2295.250,Note G#
synth_dataset_clean.wav,2298.050,2301.250,Note A
synth_dataset_eob.wav,2298.050,2301.250,Note A
synth_dataset_clean.wav,2304.050,2307.250,Note A#
synth_dataset_eob.wav,2304.050,2307.250,Note A#
synth_dataset_clean.wav,2310.050,2313.250,Note B
synth_dataset_eob.wav,2310.050,2313.250,Note B
synth_dataset_clean.wav,2316.050,2319.250,Note C
synth_dataset_eob.wav,2316.050,2319.250,Note C
synth_dataset_clean.wav,2322.050,2325.250,Note C#
synth_dataset_eob.wav,2322.050,2325.250,Note C#
synth_dataset_clean.wav,2328.050,2331.250,Note D
synth_dataset_eob.wav,2328.050,2331.250,Note D
synth_dataset_clean.wav,2334.050,2337.250,Note D#
synth_dataset_eob.wav,2334.050,2337.250,Note D#
synth_dataset_clean.wav,2340.050,2343.250,Note E
synth_dataset_eob.wav,2340.050,2343.250,Note E
synth_dataset_clean.wav,2346.050,2349.250,Note F
synth_dataset_eob.wav,2346.050,2349.250,Note F
synth_dataset_clean.wav,2352.050,2355.250,Note F#
synth_dataset_eob.wav,2352.050,2355.250,Note F#
synth_dataset_clean.wav,2358.050,2361.250,Note G
synth_dataset_eob.wav,2358.050,2361.250,Note G
